33000 ane;;;;;;;;
3000 ane;;;guerra olmecas;;;;;
1644;;;Conformación de Confederación de siete naciones de indios;nuevo mexico;35°31?N 105°59?O;;;
1644;;rarámuri;Alzamiento Rarámuri en Sonora;sonora chihuahua;8066;;;
1646-1649 ;;rarámuri;Rebelión de los Rarámuri;sur de chihuahua;8029;;;
1650;;suma;Rebelión de los Sumas;norte de chihuahua;8005;;;
1651;;rarámuri;Rebelión Rarámuri;sur de chihuahua;8027;;;
1652-1653 ;;rarámuri;Rebelión en Parral;parral;8032;;;
1662;;rarámuri;Rebelión de indios Rarámuri;sur de chihuahua;8029;;;
1668;;rarámuri tepehuanos;Rebelión de indios Rarámuri  y Tepehuano;sur de chihuahua;8029;;;
;;;;;10035;;;
1689;;rarámuri;Rebelión Rarámuri;sur de chihuahua;8029;;;
1693- 1694 ;;sobaipuris;Rebelión de los Sobaipuris;norte de sonora;26043;;;
;;;;;26035;;;
1694;;uquitoas tubutamasdios;Sublevación de indios Uquitoas y Tubutama;;26065;;;
;;;;;26046;;;
1695;;zuaques ocoronis yaqui;Rebelión de Zuaques, Ocoronis y Yaquis en la Villa de San Sebastián;yaqui sonora;26018;;;
1696;;rarámuri;Rebelión Rarámuri en los pueblos de  ;sonora chihuahua;;;;
;;;;Tacupeto;26052;;;
;;;;Cuquiarachi;26027;;;
;;;;Cuchuta;26027;;;
;;;;Teuricachi;26027;;;
1696;;seri;Rebelión de los Seris- salineros;sonora;26029;;;
1699;27-dic;rarámuri;Insurrección de pueblos indios Rarámuri en Chihuahua y Sonora;chihuhua y sonora;;;;
1696;;pima;Rebelión de los Pima de Sonora;norte sonora;26017;;;
1697;;rarámuri;Rebeliones de indios Rarámuri;sur de chihuahua;8029;;;
1694, 1696-1698, 1703 ;;pima;Rebeliones de indios Pimas en Caborca y Tubutama;caborca;26017;;;
;;;;tubutama;26065;;;
1695;;seri;Rebeliones Seris (Guaymas, Huapanguaymas, Bacoachis, Tepocas, Tiburones, Carrizos y Salineros);seri sonora;26029;;;
1699-1737  ;;seri;Indios Seris en Sonora;seri sonora;26029;;;
1725;;pima Pimas bajos (Biatos, Nebomes-altos y bajos-) y Pimas altos (Somaipirus, Cocomaricopas, Yumas, Ópas, Pápagos, Papabotas, Potlapihuas;Pimas bajos (Biatos, Nebomes-altos y bajos-) y Pimas altos (Somaipirus, Cocomaricopas, Yumas, Ópas, Pápagos, Papabotas, Potlapihuas) en pie de guerra. ;norte de sonora;26065;;;
;;;;;26035;;;
;;;;;26022;;;
;;;;;26045;;;
;;;;;26052;;;
;;;;;26004;;;
;;;;;26017;;;
;;;;;26021;;;
;;;;;26047;;;
;;;;;26066;;;
1726 a 1771  ;;pericués guaycura Callejúes, Cochimíes y Huchitíes;La rebelión en la península de Baja California de los indios Pericués, Guaycuras, Callejúes, Cochimíes y Huchitíes;sur y norte de BCS y BC;3008;;;
;;;;;3003;;;
;;;;;3002;;;
;;;;;3001;;;
1733- 1735 ;;yaqui;Protesta de indios Yaquis en Ostimuri contra las misiones;yaqui sonora ostimuri;26029;;;
1735;;mayo yaqui;Insurrección de indios Mayos y Yaquis contra las misiones;sonora sinaloa;26018;;;
;;;;;25010;;;
;;;;;26042;;;
1737;;seri;Rebeliones Seris (Guaymas, Huapanguaymas, Bacoachis, Tepocas, Tiburones, Carrizos y Salineros);seri sonora;26029;;;
;;;;;26030;;;
1737;;mayo guasapari;Ataque de indios al presidio de Sinaloa;norte de sinaloa;8030;;;
;;;;;26003;;;
1740;;yaqui ocorie zuaques;Segunda insurrección de indios Yaquis junto Ocories y Zuaques con  en Ostimuri con Calixto, Muni, y Bernabelillo, en Sonora.;yaqui ostimuri;26029;;;
1740;24-jun;yaqui;Rebelión Yaqui;yaqui sonora;26018;;;
1740-1745 ;;mayo yaqui;Rebelión de indios Yaquis y Mayos;sonora sinaloa;26033;;;
;;;;;25010;;;
;;;;;25007;;;
;;;;;26042;;;
1740-1741 ;;seri;Alzamiento de los indios Seris (Guaymas, Huapanguaymas, Bacoachis, Tepocas, Tiburones, Carrizos y Salineros);seri sonora;26029;;;
1748- 1753  ;;pima pápago;Rebelión de los indios Pimas altos, Sobas y Pápagos, contra las misiones y los reales de minas, dirige Luis de Sario en noreste de Sonora al mando  de  Luis  de  Sáric,  quien  desde  ese momento cambió su nombre cristiano por el de Bacquiopa;norte sonora;26070;;;
1751  .;20-nov;pima pápago;Ataque de los indios Pimas altos  y Pápago a la misión de San Marcelo;norte sonora;26070;;;
1751;;sobas cocomaricopas yumas quiquipas;Sublevación de indios californianos;california;32°13?18?N 110°55?35?O;;;
1751;;seri;Guerra contra los indios Seris;seri sonora;;;;
1755;;pima;Rebelión de la Pimería Baja;norte sonora;26062;;;
;;;;;26021;;;
1755- 1759 ;;Seris, Suaquis, Sibubapas;Rebeliones de indios ;seri sonora;26062;;;
1756-1770 ;;seri pima;Rebelión de indios Seris y Pimas bajos de Tecoripa, Suaqui, y pueblos vecinos;suaqui;26062;;;
;;;;tecoripa;26021;;;
1760;;seri;Guerra contra los indios Seri de Cerro Prieto;cerrro prieto;26060;;;
1762;;seri pima sububapas;Alzamiento de indios Seris, Pimas y Sububapas en el pueblo de Suaqui, Sonora  por los azotes al gobernador indio del pueblo ordenado por el jesuita;suaqui sonora;26062;;;
1766-1771  ;;seri;Guerra contra indios Seri de Pitic Hermosillo  culmina con la creación de la villa de Seris de Pitic;hermosillo;26030;;;
;;;;pitic;26047;;;
1767;;pericués  huaycura;Rebelión de indios en la misión de Todos Santos en BC;todos santos BC;3003;;;
¿? 1770 ;;cucapá kumeyaay;Rebelión de indios de la misión de San Diego de Alcalá california;san diego california;32°42?54?N 117°09?45?O;;;
1775;;pima;Pimas bajos (Biatos, Nebomes-altos y bajos-) y Pimas altos (Somaipirus, Cocomaricopas, Yumas, Ópas, Pápagos, Papabotas, Potlapihuas);norte de sonora;26017;;;
;;;;;26064;;;
1777 a 1784 ;;seri;Rebeliones Seris (Guaymas, Huapanguaymas, Bacoachis, Tepocas, Tiburones, Carrizos y Salineros);seri guaymas;26029;;;
1803;;ópata cucapá;Rebelión de indios Ópatas y Cucapá en Mayor;norte de sonora;26055;;;
1822;;yaqui mayo;Rebelión de indios Yaquis y Mayos ;sonora;26042;;;
;;;;;26018;;;
1825- 1826 y en 1832 ;;yaqui mayo;Rebelión de Juan Banderas en la zona Yaqui y Mayo por la restitución de territorios y contra las haciendas;yaqui sonora;26018;;;
;;;;;26042;;;
1830;1° JUL ;yaqui mayo;Rebelión de indios Yaquis y Mayos;yaqui sonora;26029;;;
;;;;;26018;;;
1867-1868  ;;yaqui mayo;Rebelión de indios Yaquis y Mayos con Cajeme ;sonora sinaloa;26018;;;
1875, 1880, 1886, 1887, 1892;;yaqui mayo;Rebeliones Yaqui y Mayo con Tetabiate. La firma de paz se da hasta 1937 con el reconocimiento de la derrota del Estado por L. Cárdenas.;sonora sinaloa;26012;;;
1892 y 1897, 1901 y 1902. ;;rarámuri mestizo;Combates en Tomóchic, Chihuahua.;tomochic;8031;;;
1892;02-sep;Yaqui, Mayo, Kumiai, Kiliwas, Cucapás y Pai-pai, mestizos;Insurrecciones del Partido Liberal Mexicano (PLM), en Tecate, Ensenada, Tijuana y Mexicali BCN.*Los brotes y acciones de insurrección también se presentaron en ;Yuma, Los Algodones, Guadalupe, Caléxico, Real del Castillo, Picachos, El Álamo, Laguna Salada y San Quintín algunas alianzas magonistas conque se unieron a la rebelión. Existieron además preparativos de levantamientos armados en Chihuahua, Coahuila, Sonora, Veracruz, Michoacán y la Cañada en Oaxaca. ;;;;
1911;29-sep;yaqui;Juan Banderas volvió a rebelarse contra el gobierno de México para defender su territorio (tierras y aguas) y su autonomía,;sonora yaqui;26018;;;
1926 y 1932   ;;;Se sabe de otro Banderas en alianza con Francisco Villa.;yaqui sonora;26042;;;
1915;;guachichiles;Hubo revueltas en 1689, 1690, 1694, 1696 y el siglo XVIII.  ; Chihuahua;;;;
;;;;sinaloa;;;;
;;;;durango ;;;;
;;;;zacatecas;;;;
;;;;aguascalientes;;;;
;;;;san luis potosí;;;;
;;;;coahuila;;;;
NORORIENTE;;;;;;;;
1607;;guachichiles;Rebelión de indios Guachichiles;nuevo león;19039;;;
1701;;tribus rebeldes de tamaulipas;;montemorelos- san mateo del pilón;19038;;;
1606-1624 ;;chichimeca;Rebelión Chichimeca en Monterrey;monterrey;19039;;;
1616;;guachichil;Rebelión de Huachichiles en Nuevo León ;nuevo león;19039;;;
1618-1621 ;;guachichiles conchos;Rebelión de Guachichiles y Conchos;nuevo león;19039;;;
1624;;cuajuco guachichil rayados;Rebelión de Cuajuco nuevo león y coahuila;nuevo león ;19039;;;
;;;;coahuila;5030;;;
1624;;alazapas;Indios Alazapas de Nuevo León;nuevo león;19039;;;
1637;;alazapas;;nuevo león;19039;;;
1640;;icaura;Rebelión de los indios Icauras;nuevo león;19039;;;
1650;08-jun;icaura, amapoalas, ayancuaras, guayacatas;rebelión ante la venta de indios a misionero ind francisco, capitán coyote, ind perico;nuevo león;19039;;;
1651;;icaura;ind cabrito;cadereyta;19009;;;
1652;14-jun;;crean presidio;cerralvo;19011;;;
;;;;;;;;
1648;;chichimeca;Levantamiento Chichimeca en Monterrey y Saltillo;monterrey ;19039;;;
;;;;saltillo;5030;;;
1661-1667 ;;pueblo;Ataque de los indios Pueblo a Acaponeta;acaponeta;18001;;;
1706;;chichimeca guachichil;Rebelión de los indios del Nuevo Reino de León;nuevo león;19039;;;
1709- 1715 ;;Apaches, Sioux y Comanches con (Chiricauas, Mescaleros, Coyoteros, Pinals, Pueblo, Querechos, Tewa, Kemes, Jeres, Poni, Hopi);;noreste;;;;
1630, 1641, 1644, 1647, 1659, en 1669.;;Apaches, Sioux y Comanches con (Chiricauas, Mescaleros, Coyoteros, Pinals, Pueblo, Querechos, Tewa, Kemes, Jeres, Poni, Hopi)to´hono apache comanche pueblo navajo;"Comienza la Gran Revuelta del Suroeste contra los españoles. 1696  los Navajo incitan a otras tribus a rebelarse, junto con los Tewa. 1698 Finaliza la Gran Revuelta del Suroeste; las fronteras españolas permanecen intactas";suroeste;;;;
1669, 1677-1678;;;;;;;;
Texas 1758;;apache pueblo to´hono navajo;Rebeliones en Arizona, Nuevo México, Chihuahua, Sonora, Texas y Coahuila. Probable alianza Mangus Colorado: Shi-Ka-She (Cochise) y Go-Hhla-Ye (Gerónimo en Texas;nuevo méxico santa fé;35°31?N 105°59?O;;;
;;;;phoenix;33°31?42?N 112°04?35?O;;;
;;;;austin;30°18?00?N 97°44?00?O;;;
;;;;nogales;260170;;;
;;;;muzquiz;5020;;;
1846, 1848, 1873;;navajo;Los españoles atacan a los Navajo cerca de Acoma. Los Navajo atacan pueblos españoles. Los españoles organizan tres campañas para toma de esclavos y para la quema de la tierra Navajo. ;acoma;;;;
1677-1678;;navajo pueblo;Los Navajo se unen a los Pueblo.;nuevo méxico ;35°31?N 105°59?O;;;
1680;;pueblo;Rebelión de los indios Pueblo con Popé en torno a la ciudad de Santa Fe con 25 mil indios.;santa fé;35°31?N 105°59?O;;;
1680;;potawatoni;Rebeliones Potawatoni, Huron, Ottawa;ottawa;;;;
1680;;apache;Nachez en Texas ¿?;;;;;
1885;;apache;Chato en Texas ¿?;;;;;
1883;;apache comanche;Victorio en Texas ¿?;;;;;
1880;;apache;Ciento ocho ancianos, mujeres y niños Apaches fueron exterminados en Camp Grant.*;;;;;
1871;30-abr;;;;;;;
;;;;;;;;
SURESTE;;chiapa zoque;Resistencia en  ante la conquista;chiapa de c;;;;
1524;;chiapa zoque;Sublevación de indios Chiapas en Chiapa;chiapa de corzo;;;;
1528;;maya;rebelión mayas del interior noreste y sureste de la península de mérida yucatán;;;;;
1533;;maya;oriente de la prov mér yuc;;;;;
1546;nov;maya cupules;Sací Valladolid;Sotuta Ah Kin Chel Cochuah Calotmul;;;;
1546;;opilongo;Insurrección de indios Opilongos en Chiapas;;;;;
1531;;maya;Indios Mayas de Valladolid en Yucatán;norte yucatán;;;;
1546;;maya ;champotón campeche;campeche salamanca;;;;
1531;;lacandón;guerra incursión rebelión;chiapas guatemala q roo;;;;
1553-1556;;maya;campeche;campeche;;;;
1580-1583;;maya;Indios Mayas de Campeche;campeche;;;;
1585;;maya;Rebelión de indios Mayas de Tekax Yucatán;;;;;
1610;;tzeltal tzotzil; Rebelión en Chiapas;oxchuc ocosingo;;;;
1622;;maya;Rebelión Maya de Sacalum ó rebelión de Ah Kin Pol;yucatán;;;;
1624 .;02-feb;maya;Sublevación de indios Mayas de Bacalar Yucatán 1639 indios Mayas de Bacalar q. Roo;bacalar;;;;
1639;;maya chontal;Pueblos Mayas se sublevan en Tabasco ;(Tamulté Popane, Istapa,  Balancán,  Santa  Ana,  Usumacinta, Petenecté, Tenosique y Canizán) y entran en alianza en Campeche (Sahcabchén y  Popola) y en el Petén, Yucatán y Chiapas con  los  denominados indios de la “montaña” o huidos, no  sometidos,  asentados  en  un  territorio amplio;;;;
1655;20-abr;maya;rebelión ante la reducción de indios;tipú chalakan hautilá bacalar holsus lucú sactzutz;;;;
1668;06-mar;chiapa zoque;Sublevación de los indios Tuxtla en Chiapas;tuxtla g;;;;
1695;;chiapa zoque;Rebelión con el independentista Francisco Gómez de Lamadriz en Chiapa;chiapa de c;;;;
1701;;tzeltales tzotziles;Rebelión de los Tzendales, Tzeltal y Tzotzil en Chiapas contra la iglesia, la hacienda y la explotación, ;en Oxchuc, SCLC, Simojovel, Ocosingo, Huixtán, Tila, Chilón, Yajalón, Bachajón, Tanhuinhuitz, Zinacantán, Cancuc, Palenque y Tumbalá;;;;
1712;;tzeltal tzotzil chól;maría candelaria ni dios ni rey reubica cancuc;chilón ocosingo Ciudad real huitiupan cancuc;;;;
1712;06-ago;zoque;Rebelión en Ocozocuatla;ocozocuautla;;;;
1722;;maya;Sublevaciones en Salamá;salamá;;;;
1734;;maya qéchí;Sublevación de San Juan de Chamelco ;chamelco;;;;
1735;;maya;Rebelión con Canek (serpiente negra);cisteil ichmul tinum ekpez tiholop tixhualahtún tixmehual mérida lerma campeche ;;;;
1761;19-nov;maya;Rebelión Maya de Cisteil encabezada por otro Jacinto Canek en Yucatán, contra la Iglesia y la Hacienda.;cisteil;;;;
1803;;;;cobán guatemala;;;;
1813;;;;chichicastenango;;;;
1820;;;;totonicapán;;;;
1847 .**;29-jul;maya;Rebeliones mayas en Yucatán en torno a la Guerra de Castas cuya pacificación se logró hasta 1937 con Manuel Antonio Ay, Jacinto Pat, Cecilio Chi unos acuerdos de paz en tzucacab venancio puc y florentino chan cruz parlante en cenotes tatich cruzoob 1901 repliegue de chan sc a montaña;tepich chan santacruz-carrilo puerto (X balam na) chichimilá yucatán otras cruces en tulum xcacal ;;;;
1869;;tzotzil;Estalló en  la sublevación indígena conocida como la Guerra de Castas, encabezada por el tzotzil Pedro Díaz Cuscat. Un decreto posterior a la derrota de la rebelión, firmado por el entonces gobernador Pantaleón Domínguez, condenó a los chamulas al trabajo asalariado en las fincas del Soconusco.;Tzajaljemé y chamula;;;;
1898;;;huehuetenango guatem;sa juan ixcoy;;;;
1869;;tzotzil;Rebelión en Chamula;chamula;;;;
1912;;tzozil;Rebelión en Chamula, ahora encabezada por Jacinto Pérez Pajarito ;chamula;;;;
1936 -1950 ;;maya;Mayas de Quintana Roo  indios Cruzoob de Bacalar;bacalar;;;;
1994;01-ene;Tzeltal, Tzotzil, Chol, Tojolabal, Mam, Zoque y mestiza;Levantamiento indígena armado del EZLN con composición Tzeltal, Tzotzil, Chol, Tojolabal, Mam, Zoque y mestiza en 7 municipios de Chiapas.;margaritas altamirano ocosingo sclc palenque comitán oxchuc ;;;;
ORIENTE;;;;;;;;
1519;;;;;;;;
1519;;;se repele la entrada de los conquistadores europeos;champoton  ;4004;;;
;;;;cempoala;;;;
;;;;centla;27003;;;
1523;;tének nahua;Sublevación indígena  de indios Tenek y Náhuatl en la región de Pánuco;pánuco;30123;;;
1529-1530 ;;tének nahua totonaku;Nueva Rebelión provincia de Pánuco;pánuco;30123;;;
1590;;chichimeca;Rebelión Chichimecas en Tamaulipas;laredo y tampico;28038;;;
Entre 1762 y 1787 ;;totonaku nahua tének;. Los movimientos intentan articularse regional y nacionalmente  después de la Independencia. , con indios Náhuatl, Tenek, Totonacos, Otomíes y mestizos. A mediados del siglo XX se registra un movimiento de indígenas del Totonacapan, especialmente en Chumatlán y Espinal. ;Hubo siete Rebeliones en Papantla, dos en Chicontepec y seis en Huejutla   ;;;;
;;;;Papantla;30124;;;
;;;;Chicontepec;30058;;;
;;;;Huejutla;13028;;;
;;;;Tihuatlán;30175;;;
;;;;Tantoyuca;30155;;;
;;;;Ozuluama;30121;;;
;;;;Huautla;13025;;;
;;;;Tantima;13154;;;
;;;;Chontla;30063;;;
;;;;Tamazunchale;24037;;;
;;;;Tampico;28038;;;
;;;;Sierra Gorda;;;;
1836- 1838;;totonacapan;vainillales;;;;;
AFROMEX;;;;;;;;
1609;23 FEB .;afromex;Es reprimida la rebelión del Negro Yanga que desde 1570 había formado comunidad cimarrona autónoma en la sierra Matlaquiahuitl de Zongolica y la cuenca del Papaloapan;yanga  ;30196;;;
;;;;cuitláhuac;30053;;;
;;;;córdoba;30044;;;
;;;;amatitlán;30014;;;
1612;02-may;afromex;Asesinato “preventivo” de 35 Afromexicanos de la Cofradía de Nuestra Señora de la Merced, entre ellos al menos a siete mujeres, condenados por una rebelión esclava que no se llevó a cabo en la Ciudad de México.;ciudad de méxico;9015;;;
1537;;afromex;Entre otras rebeliones cimarronas en México se registran en la Ciudad de México;ciudad de méxico;9015;;;
1612;;afromex;Entre otras rebeliones cimarronas en México se registran en la Ciudad de México;ciudad de méxico;9015;;;
1616;;afromex;Rebelión en Durango ;topia;10037;;;
;;;;durango;10005;;;
1560 y 1580;;afromex chichimeca;Negros cimarrones de Zacatecas y León forman alianzas con indios de territorios Chichimeca en levantamientos ocurridos en minas de Guanajuato;zacatecas;32056;;;
;;;;león;11020;;;
siglo XVI;;afromex nahua amuzgo zapoteco yope;Existen también levantamientos a finales del en las minas de Pachuca, ;las playas de Chalchicueyecan, en Amatepec Morelos cercano a las minas de plata de Zacualpan y Sultepec, en Atotonilco, Taxco, Temascaltepec, Acapulco y Costa Chica, Huatulco y Pánuco.;;;;
;;;;;;;;
;;;;;;;;
1630;;afromex;Se fundan San Lorenzo de los Negros (1630)  ;yanga;30196;;;
1725 y 1768.  ;;afromex;Córdoba experimentó 5 rebeliones mayores;córdoba;30044;;;
1735;;afromex;Rebelión de esclavos en las haciendas de Córdoba;córdoba;30044;;;
1735;;afromex;1735 se establecieron seis palenques en comunidades al este de Oaxaca.;amapa;20330;;;
;;;;chinantecos;20184;;;
;;;;mazatecos;20232;;;
;;;;cuicatecos;20559;;;
1760;;afromex;Se funda Palacios de Mandinga;amapa oaxaca;20330;;;
1769;;afromex cuicateco;El pueblo libre de Nuestra Señora de Guadalupe de los Morenos de Amapa;6 palenques este oaxaca río amapa;20330;;;
;;;;;20184;;;
;;;Estos procesos de cimarronaje de comunidad autónoma se han dado múltiples formas colectivas (palenques, mocambos, mambises, quilombos, ladeiras, cumbes) Cimarrón: flecha que busca la libertad.;;;;;
1763;09-ago;afromex nahua ;2a Rebelión de Afroamexicanos en la Hacienda de Santa Bárbara de Calderón, plantación azucarera de la región de Amilpas cerca de Cuautla, Morelos;amilpas cuautla morelos hda caledrón;17032;;;
1811;;; otros pueblos libres como Matamba en la Cañada de Cuicatlán;amapa ;20330;;;
;;;;cuicatlán;20177;;;
;;;;matamba;20175;;;
;;;;chilar;20311;;;
;;;;valerio trujano;20558;;;
;;;Almoloya en el Istmo en Oaxaca. ;istmo almoloya;;;;
;;;;;;;;
;;;;;;;;
1896 ¿?;;afromex;Pueblos Afromexicanos de Oaxaca participantes en las rebeliones del siglo XIX. ;"Zapoalta, Santo Domingo Armenta, Soto, Maguey, Llano Grande, Las Estancias; Calzada, Coyantes, Coyantillo, Chico Ometepec, Poza Verde, La Yunta, El Pachoco y la Jurisdicción de Huazaolotlán; De Jamiltepec La Boquilla, Río Verde, Espiga Verde, Miniché, La Huichicata, Piedra Blanca, Los Limos.";;;;
;;;"En este mismo espacio he afirmado que tras las políticas indigenistas, desde su formación hasta la fecha, el Estado mexicano ha sostenido una guerra de exterminio contra los pueblos indígenas, incluyendo bombardeos sobre ellos: los yaquis, en 1927; los triquis, en 1957 y los mayas de Chiapas, en 1994, de los que ahora recuerdo.";;;;;
;;;--En la compilación que realiza Katz (1990), John H. Coatsworth encuadra en los años de 1700 a 1899, 239 motines y levantamientos de pueblos en México, 45 en Guatemala, 197 en el Perú y la zona de su virreinato y 39 en el Ecuador.;;;;;
;;;"Diferentes son las causas de estos procesos, de manera que se agrupan en: a) revueltas, b) levantamientos contra las haciendas, c) revueltas en las misiones e incursiones nómadas, d) revueltas regionales y campesinas, e) revueltas con base en los esclavos; estas últimas implican en el mismo periodo 1700-1899 para América Latina: a) 15 Guerras Cimarronas, b) 23 insurrecciones de esclavos, y c) 104 levantamientos en plantaciones.";;;;;
;;;;;;;;
NC;Lugar;Año;Municipio/Departamento;País o estado;;;;
117;San Lucas Sacatepéquez;1526;Sacatepéquez;Guatemala;En el cerro cubierto de hierbas;14°37?00?N 90°39?00?O;;
121;San Pedro Sacatepéquez;1526;San Marcos;Guatemala;En el cerro de hierba;14°57?59?N 91°46?39?O;;
122;San Juan Sacatepéquez;1526;San Juan Sacatepéquez;Guatemala;En el cerro cubierto de hierbas;14°43?08?N 90°38?39?O;;
113;San Martín Jilotepeque;1531;Chimaltenango;Guatemala;En el cerro de maíz tierno;14°46?59?N 90°47?39?O;;
3;Sotuta;1538;Yucatán;;;069;31069;
50;Tipú;1540;San Antonio Cayo;Belice;;17°06?00?N 88°58?00?O;;
2;Valladolid;1546;Yucatán;;;102;31102;
15;Bacalar;1546;QR;;;004;23004;
13;Campeche;1562;Campeche;;;002;4002;
2;Valladolid;1565;Yucatán;;;102;31102;
97;Quetzaltenango;1569;Quetzaltenango;Guatemala;;14°50?00?N 91°31?00?O;;
78;Verapaz;1574;Cobán;Guatemala;;15°30?00?N 90°20?00?O;;
107;San Miguel Sololá;1576;Sololá;Guatemala;;14°46?26?N 91°11?15?O;;
114;San Pablo Rabinal;1580;Baja Verapaz;Guatemala;Lugar de la hija del señor;15°06?30?N 90°30?00?O;;
13;Campeche;1582;Campeche;Campeche;;002;4002;
3;Sotuta;1597;Yucatán;Yucatán;;069;31069;
7;Tekax;1610;Yucatán;Yucatán;;079;31079;
18;Zaclún;1624;champotón;Campeche;;004;4004;
54;San Miguel Manché;1630;Petén;Guatemala;Poptún;16°19?20?N 89°25?20?O;;
63;San Lucas Salac;1630;Izabal, Livingston;Guatemala;Puerto Modesto Mendez;15°53’25”N 89°13’26”O;;
15;Bacalar;1636;QR;QR;;004;23004;
50;Tipú;1638;San Antonio Cayo;Belice;;17°06?00?N 88°58?00?O;;
14;Chichanhá;1639;Othón P. Blanco;QR;Caobas;004;23004;"18°07'00.0""N 89°14'00.0""O"
61;Santa Eulalia;1653;Huehuetenango;Guatemala;;15°44?00?N 91°27?31?O;;
20;Tamulté Popane;1668;Tenosique;Tabasco;;017;27017;
21;Balancán;1668;Balancán;Tabasco;;001;27001;
22;Istapa;1668;Tenosique;Tabasco;;017;27017;
23;Canizán;1668;Tenosique;Tabasco;;017;27017;
24;Usumacinta;1668;Tenosique;Tabasco;Usumacinta;017;27017;
25;Petenecte;1668;Tenosique;Tabasco;Usumacinta;017;27017;
26;Tenosique;1668;Tenosique;Tabasco;Usumacinta;017;27017;
20;Tamulté Popane;1669;Tenosique;Tabasco;;017;27017;
21;Balancán;1669;Balancán;Tabasco;;001;27001;
22;Istapa;1669;Tenosique;Tabasco;;017;27017;
23;Canizán;1669;Tenosique;Tabasco;;017;27017;
24;Usumacinta;1669;Tenosique;Tabasco;Usumacinta;017;27017;
25;Petenecte;1669;Tenosique;Tabasco;Usumacinta;017;27017;
26;Tenosique;1669;Tenosique;Tabasco;Usumacinta;017;27017;
20;Tamulté Popane;1670;Tenosique;Tabasco;;017;27017;
21;Balancán;1670;Balancán;Tabasco;;001;27001;
22;Istapa;1670;Tenosique;Tabasco;;017;27017;
23;Canizán;1670;Tenosique;Tabasco;;017;27017;
24;Usumacinta;1670;Tenosique;Tabasco;Usumacinta;017;27017;
25;Petenecte;1670;Tenosique;Tabasco;Usumacinta;017;27017;
26;Tenosique;1670;Tenosique;Tabasco;Usumacinta;017;27017;
20;Tamulté Popane;1671;Tenosique;Tabasco;;017;27017;
21;Balancán;1671;Balancán;Tabasco;;001;27001;
22;Istapa;1671;Tenosique;Tabasco;;017;27017;
23;Canizán;1671;Tenosique;Tabasco;;017;27017;
24;Usumacinta;1671;Tenosique;Tabasco;Usumacinta;017;27017;
25;Petenecte;1671;Tenosique;Tabasco;Usumacinta;017;27017;
26;Tenosique;1671;Tenosique;Tabasco;Usumacinta;017;27017;
54;San Miguel Manché;1678;Petén;Guatemala;Poptún;16°19?20?N 89°25?20?O;;
63;San Lucas Salac;1678;Izabal, Livingston;Guatemala;Puerto Modesto Mendez;15°53’25”N 89°13’26”O;;
114;San Pablo Rabinal;1678;Baja Verapaz;Guatemala;Lugar de la hija del señor;15°06?30?N 90°30?00?O;;
100;San Miguel Totonicapán;1679;Totonicapán;Guatemala;atotonilco- en el lugar del agua caliente;14°54?39?N 91°21?38?O;;
114;San Pablo Rabinal;1680;Baja Verapaz;Guatemala;Lugar de la hija del señor;15°06?30?N 90°30?00?O;;
15;Bacalar;1683;QR;;;004;23004;
77;San Juan Chamelco;1686;Alta Verapaz;Guatemala;;15°25?32?N 90°19?35?O;;
114;San Pablo Rabinal;1686;Baja Verapaz;Guatemala;Lugar de la hija del señor;15°06?30?N 90°30?00?O;;
116;Tucurub;1686;Alta Verapaz;Guatemala;San Miguel Tucurú;15°18?00?N 90°04?00?O;;
63;San Lucas Salac;1689;Izabal, Livingston;Guatemala;Puerto Modesto Mendez;15°53’25”N 89°13’26”O;;
94;San Francisco el Alto;1696;Totonicapán;Guatemala;;14°57?N 91°27?O;;
60;San Mateo Ixtatán;1697;Huehuetenango;Guatemala;chuj: juguete de cal;15°50?00?N 91°29?00?O;;
17;Tamulté de las Sabanas;1701;Centro;Tabasco;;004;27004;
51;San Bartolomé de los Llanos-hoy Venustiano Carranza;1701;Venustiano Carranza;Chiapas;;106;7106;
52;Soyatitán;1701;Venustiano Carranza;Chiapas;;106;7106;
53;Socoltenango;1701;Socoltenango;Chiapas;;083;7083;
55;Escuintenango;1701;Venustiano Carranza;Chiapas;Quespala;106;7106;
56;Chicomuselo;1701;Chicomuselo;Chiapas;;030;7030;
57;Yayahuita;1701;Tapachula;Chiapas;;089;7089;
58;Comalapa;1701;Frontera Comalapa;Chiapas;;034;7034;
64;Mazapa;1701;Mazapa de madero;Chiapas;;053;7053;
65;Motozintla;1701;Motozintla;Chiapas;;057;7057;
66;Magdalena Tactitán;1701;Huehuetenango;Guatemala;Magdalena de Tectitán;15°18?26?N 92°03?40?O;;
67;Cuilco;1701;Huehuetenango;Guatemala;San Andrés Cuilco Lugar en donde se ha escrito;15°24?28?N 91°56?50?O;;
68;Santiago Chimaltenango;1701;Huehuetenango;Guatemala;Santiago Chimaltenango;15°28?00?N 91°43?00?O;;
69;Tacaná;1701;Tacaná;Guatemala;;15°07?48?N 92°06?45?O;;
70;Concepción Tutuapa;1701;San Marcos;Guatemala;;15°17?00?N 91°47?00?O;;
71;San Miguel Ixtahuacán;1701;San Marcos;Guatemala;Lugar de amplia vista;15°15?N 91°45?O;;
81;Tuxtla Chico;1701;Tuxtla Chico;Chiapas;;102;7102;
82;Tajumulco;1701;San Marcos;Guatemala;;15°05?02?N 91°55?24?O;;
